RowKey,Artikel,Link,Amazon,A+,Kontrolle,K von,Fehler1,Begründung,Infobox,Priorität,BE bis,BE am,BE von,K ab,K am,K2 von,Kommentar,OPEN C. bis,C am,Case Nr.,C von,Check C,Reopen C2 am,Reopen C2 von,Check Reopen C,Sonstige Anmerkungen
Amazon Cases (NA):4680122833702788,NA-FG1-12 Sx2,https://www.amazon.pl/dp/B0B214M354,pl,Blue,,EK,Ja,Box,Cooling Method,4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):2428323020017540,NA-FG1-12 Sx2,https://www.newegg.com/p/2BJ-000W-00168?item=9SIAADYHWG9216,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6931922647388036,NA-FG1-14 Sx2,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1302423113174916,NA-FG1-14 Sx2,https://www.amazon.com.tr/dp/B0B2158PLM,tr,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):5806022740545412,NA-FG1-14 Sx2,https://www.amazon.co.jp/dp/B0B2158PLM,jp,Blue,,HI,Ja,"BP, Box",Compatible Devices,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3554222926860164,NA-FG1-14 Sx2,https://www.amazon.sg/dp/B0B2158PLM,sg,Blue,,EK,Ja,Box,Cooling Method,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):8057822554230660,NA-FG1-14 Sx2,https://www.amazon.com.mx/dp/B0B2158PLM,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):739473159753604,NA-FG1-14 Sx2,https://www.amazon.com.au/dp/B0B2158PLM,au,Blue,,SM,Ja,"BP, Box","Material, Cooling Method, Compatible Devices",5,,,LK,,,EK,"BP, Box",,,,,,,,,
Amazon Cases (NA):5243072787124100,NA-FG1-14 Sx2,https://www.amazon.com.be/dp/B0B2158PLM,be,Blue,,SM,Ja,Box,"Material, Cooling Method",4,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):2991272973438852,NA-FG1-14 Sx2,https://www.amazon.ca/dp/B0B2158PLM,ca,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):7494872600809348,NA-FG1-14 Sx2,https://www.amazon.com/dp/B0B2158PLM,com,Blue,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1865373066596228,NA-FG1-14 Sx2,https://www.amazon.co.uk/dp/B0B2158PLM,co.uk,Blue,,DM,Ja,Box,Power connector type,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6368972693966724,NA-FG1-14 Sx2,https://www.amazon.de/dp/B0B2158PLM,de,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4117172880281476,NA-FG1-14 Sx2,https://www.amazon.es/dp/B0B2158PLM,es,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):8620772507651972,NA-FG1-14 Sx2,https://www.amazon.fr/dp/B0B2158PLM,fr,Blue,,EK,Ja,Box,"Material, Cooling Method",4,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):457998183042948,NA-FG1-14 Sx2,https://www.amazon.it/dp/B0B2158PLM,it,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4961597810413444,NA-FG1-14 Sx2,https://www.amazon.nl/dp/B0B2158PLM,nl,Blue,,SM,Ja,Box,"Material, Cooling Method",4,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):2709797996728196,NA-FG1-14 Sx2,https://www.amazon.se/dp/B0B2158PLM,se,Blue,,EK,Ja,Box,"Material, Cooling Method",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):7213397624098692,NA-FG1-14 Sx2,https://www.amazon.pl/dp/B0B2158PLM,pl,Blue,,EK,Ja,Box,"Material, Cooling Method",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1583898089885572,NA-FG1-14 Sx2,https://www.newegg.com/p/2BJ-000W-00169?item=9SIAADYHWG9714,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6087497717256068,NA-FG1-20 Sx2,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3835697903570820,NA-FG1-20 Sx2,https://www.amazon.com.au/dp/B0B216WTKV,au,Blue,,HI,Ja,"BP, Box","Material, Compatible Devices",5,,,SM,,,,,,,,,,,,,
Amazon Cases (NA):8339297530941316,NA-FG1-20 Sx2,https://www.amazon.com.be/dp/B0B216WTKV,be,Blue,,EK,Ja,Box,"Material, Cooling Method, Power connector type",4,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):1020948136464260,NA-FG1-20 Sx2,https://www.amazon.ca/dp/B0B216WTKV,ca,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):5524547763834756,NA-FG1-20 Sx2,https://www.amazon.com/dp/B0B216WTKV,com,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3272747950149508,NA-FG1-20 Sx2,https://www.amazon.com.mx/dp/B0B216WTKV,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7776347577520004,NA-FG1-20 Sx2,https://www.amazon.co.uk/dp/B0B216WTKV,co.uk,Blue,,EK,Ja,Box,"Material, Cooling Method",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):2146848043306884,NA-FG1-20 Sx2,https://www.amazon.de/dp/B0B216WTKV,de,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6650447670677380,NA-FG1-20 Sx2,https://www.amazon.es/dp/B0B216WTKV,es,Blue,,HI,Ja,Box,"Cooling Method, Power connector type",5,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):4398647856992132,NA-FG1-20 Sx2,https://www.amazon.fr/dp/B0B216WTKV,fr,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8902247484362628,NA-FG1-20 Sx2,https://www.amazon.it/dp/B0B216WTKV,it,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):106154462154628,NA-FG1-20 Sx2,https://www.amazon.co.jp/dp/B0B216WTKV,jp,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,not in inventory//10.07.24//HI
Amazon Cases (NA):4609754089525124,NA-FG1-20 Sx2,https://www.amazon.nl/dp/B0B216WTKV,nl,Blue,,HI,Ja,Box,"Material, Power connector type",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):2357954275839876,NA-FG1-20 Sx2,https://www.amazon.sg/dp/B0B216WTKV,sg,Blue,,EK,Ja,Box,Cooling Method,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):6861553903210372,NA-FG1-20 Sx2,https://www.amazon.se/dp/B0B216WTKV,se,Blue,,EK,Ja,"F, Box","Cooling Method, Power connector type",3,,,LK,,,EK,"F, Box",,,,,,,,,
Amazon Cases (NA):1232054368997252,NA-FG1-20 Sx2,https://www.amazon.com.tr/dp/B0B216WTKV,tr,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5735653996367748,NA-FG1-20 Sx2,https://www.amazon.pl/dp/B0B216WTKV,pl,Blue,,EK,Ja,"F, Box","Material, Power connector type",3,,,LK,,,EK,"F, Box",,,,,,,,,
Amazon Cases (NA):3483854182682500,NA-FG1-20 Sx2,https://www.newegg.com/p/2BJ-000W-00170?item=9SIAADYHWH0649,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7987453810052996,NA-FG1-4 Sx5,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):669104415575940,NA-FG1-4 Sx5,https://www.amazon.es/dp/B0B1N4PPJ3,es,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):5172704042946436,NA-FG1-4 Sx5,https://www.amazon.co.jp/dp/B0B1N4PPJ3,jp,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2920904229261188,NA-FG1-4 Sx5,https://www.amazon.com.au/dp/B0B1N4PPJ3,au,Blue,,EK,Ja,Box,"Material, Compatible Devices",5,,,SM,,,,,,,,,,,,,
Amazon Cases (NA):7424503856631684,NA-FG1-4 Sx5,https://www.amazon.com.be/dp/B0B1N4PPJ3,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1795004322418564,NA-FG1-4 Sx5,https://www.amazon.ca/dp/B0B1N4PPJ3,ca,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6298603949789060,NA-FG1-4 Sx5,https://www.amazon.com/dp/B0B1N4PPJ3,com,Blue,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4046804136103812,NA-FG1-4 Sx5,https://www.amazon.com.mx/dp/B0B1N4PPJ3,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8550403763474308,NA-FG1-4 Sx5,https://www.amazon.co.uk/dp/B0B1N4PPJ3,co.uk,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):387629438865284,NA-FG1-4 Sx5,https://www.amazon.de/dp/B0B1N4PPJ3,de,Blue,,EK,Ja,Box,Hard drive interface,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):4891229066235780,NA-FG1-4 Sx5,https://www.amazon.fr/dp/B0B1N4PPJ3,fr,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):2639429252550532,NA-FG1-4 Sx5,https://www.amazon.it/dp/B0B1N4PPJ3,it,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7143028879921028,NA-FG1-4 Sx5,https://www.amazon.nl/dp/B0B1N4PPJ3,nl,Blue,,EK,Ja,Box,Power connector type,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1513529345707908,NA-FG1-4 Sx5,https://www.amazon.sg/dp/B0B1N4PPJ3,sg,Blue,,EK,Ja,Box,Cooling Method,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):6017128973078404,NA-FG1-4 Sx5,https://www.amazon.se/dp/B0B1N4PPJ3,se,Blue,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3765329159393156,NA-FG1-4 Sx5,https://www.amazon.com.tr/dp/B0B1N4PPJ3,tr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8268928786763652,NA-FG1-4 Sx5,https://www.amazon.pl/dp/B0B1N4PPJ3,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):950579392286596,NA-FG1-4 Sx5,https://www.newegg.com/p/2BJ-000W-00171?item=9SIAADYHWH1361,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5454179019657092,NA-FG1-5 Sx5,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3202379205971844,NA-FG1-5 Sx5,https://www.amazon.com/dp/B0B1QMLH7N,com,Blue,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7705978833342340,NA-FG1-5 Sx5,https://www.amazon.pl/dp/B0B1QMLH7N,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2076479299129220,NA-FG1-5 Sx5,https://www.amazon.com.au/dp/B0B1QMLH7N,au,Blue,,SM,Ja,BP,,5,,,LK,,,EK,BP,,,,,,,,,
Amazon Cases (NA):6580078926499716,NA-FG1-5 Sx5,https://www.amazon.com.tr/dp/B0B1QMLH7N,tr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4328279112814468,NA-FG1-5 Sx5,https://www.amazon.com.be/dp/B0B1QMLH7N,be,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8831878740184964,NA-FG1-5 Sx5,https://www.amazon.ca/dp/B0B1QMLH7N,ca,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):246891950509956,NA-FG1-5 Sx5,https://www.amazon.com.mx/dp/B0B1QMLH7N,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4750491577880452,NA-FG1-5 Sx5,https://www.amazon.co.uk/dp/B0B1QMLH7N,co.uk,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2498691764195204,NA-FG1-5 Sx5,https://www.amazon.de/dp/B0B1QMLH7N,de,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7002291391565700,NA-FG1-5 Sx5,https://www.amazon.es/dp/B0B1QMLH7N,es,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1372791857352580,NA-FG1-5 Sx5,https://www.amazon.fr/dp/B0B1QMLH7N,fr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5876391484723076,NA-FG1-5 Sx5,https://www.amazon.it/dp/B0B1QMLH7N,it,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3624591671037828,NA-FG1-5 Sx5,https://www.amazon.co.jp/dp/B0B1QMLH7N,jp,Blue,,HI,Ja,BP,,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8128191298408324,NA-FG1-5 Sx5,https://www.amazon.nl/dp/B0B1QMLH7N,nl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):809841903931268,NA-FG1-5 Sx5,https://www.amazon.sg/dp/B0B1QMLH7N,sg,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5313441531301764,NA-FG1-5 Sx5,https://www.amazon.se/dp/B0B1QMLH7N,se,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3061641717616516,NA-FG1-5 Sx5,https://www.newegg.com/p/2BJ-000W-00172?item=9SIAADYHWH4723,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7565241344987012,NA-FG1-6 Sx5,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1935741810773892,NA-FG1-6 Sx5,https://www.amazon.com.au/dp/B0B1VCCH8N,au,Blue,,SM,Ja,BP,,5,,,LK,,,EK,BP,,,,,,,,,
Amazon Cases (NA):6439341438144388,NA-FG1-6 Sx5,https://www.amazon.com.be/dp/B0B1VCCH8N,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4187541624459140,NA-FG1-6 Sx5,https://www.amazon.ca/dp/B0B1VCCH8N,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8691141251829636,NA-FG1-6 Sx5,https://www.amazon.com/dp/B0B1VCCH8N,com,Blue,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):528366927220612,NA-FG1-6 Sx5,https://www.amazon.com.mx/dp/B0B1VCCH8N,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5031966554591108,NA-FG1-6 Sx5,https://www.amazon.co.uk/dp/B0B1VCCH8N,co.uk,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,2 year warranty//14.10.24//HI
Amazon Cases (NA):2780166740905860,NA-FG1-6 Sx5,https://www.amazon.de/dp/B0B1VCCH8N,de,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7283766368276356,NA-FG1-6 Sx5,https://www.amazon.es/dp/B0B1VCCH8N,es,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1654266834063236,NA-FG1-6 Sx5,https://www.amazon.fr/dp/B0B1VCCH8N,fr,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6157866461433732,NA-FG1-6 Sx5,https://www.amazon.it/dp/B0B1VCCH8N,it,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3906066647748484,NA-FG1-6 Sx5,https://www.amazon.co.jp/dp/B0B1VCCH8N,jp,Blue,,HI,Ja,BP,,5,,,,,,,,,,,,,,,,
Amazon Cases (NA):8409666275118980,NA-FG1-6 Sx5,https://www.amazon.nl/dp/B0B1VCCH8N,nl,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1091316880641924,NA-FG1-6 Sx5,https://www.amazon.sg/dp/B0B1VCCH8N,sg,Blue,,EK,Ja,Box,Cooling Method,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):5594916508012420,NA-FG1-6 Sx5,https://www.amazon.se/dp/B0B1VCCH8N,se,Blue,,JHU,Ja,Box,Cooling Method,3,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):3343116694327172,NA-FG1-6 Sx5,https://www.amazon.com.tr/dp/B0B1VCCH8N,tr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7846716321697668,NA-FG1-6 Sx5,https://www.amazon.pl/dp/B0B1VCCH8N,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2217216787484548,NA-FG1-6 Sx5,https://www.newegg.com/p/2BJ-000W-00173?item=9SIAADYHWH5388,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6720816414855044,NA-FG1-7 Sx5,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4469016601169796,NA-FG1-7 Sx5,https://www.amazon.com/dp/B0B1ZZMLKN,com,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8972616228540292,NA-FG1-7 Sx5,https://www.amazon.sg/dp/B0B1ZZMLKN,sg,Blue,,EK,Ja,Box,Cooling Method,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):18193531932548,NA-FG1-7 Sx5,https://www.amazon.com.mx/dp/B0B1ZZMLKN,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4521793159303044,NA-FG1-7 Sx5,https://www.amazon.com.au/dp/B0B1ZZMLKN,au,Blue,,HI,Ja,"BP, Box","Material, Compatible Devices",5,,,SM,,,,,,,,,,,,,
Amazon Cases (NA):2269993345617796,NA-FG1-7 Sx5,https://www.amazon.com.be/dp/B0B1ZZMLKN,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6773592972988292,NA-FG1-7 Sx5,https://www.amazon.ca/dp/B0B1ZZMLKN,ca,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1144093438775172,NA-FG1-7 Sx5,https://www.amazon.co.uk/dp/B0B1ZZMLKN,co.uk,Blue,,LK,Ja,Box,Cooling Method,2,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):5647693066145668,NA-FG1-7 Sx5,https://www.amazon.de/dp/B0B1ZZMLKN,de,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3395893252460420,NA-FG1-7 Sx5,https://www.amazon.es/dp/B0B1ZZMLKN,es,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7899492879830916,NA-FG1-7 Sx5,https://www.amazon.fr/dp/B0B1ZZMLKN,fr,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):581143485353860,NA-FG1-7 Sx5,https://www.amazon.it/dp/B0B1ZZMLKN,it,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5084743112724356,NA-FG1-7 Sx5,https://www.amazon.co.jp/dp/B0B1ZZMLKN,jp,Blue,,HI,Ja,BP,,5,,,,,,,,,,,,,,,,
Amazon Cases (NA):2832943299039108,NA-FG1-7 Sx5,https://www.amazon.nl/dp/B0B1ZZMLKN,nl,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NA):7336542926409604,NA-FG1-7 Sx5,https://www.amazon.se/dp/B0B1ZZMLKN,se,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1707043392196484,NA-FG1-7 Sx5,https://www.amazon.com.tr/dp/B0B1ZZMLKN,tr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6210643019566980,NA-FG1-7 Sx5,https://www.amazon.pl/dp/B0B1ZZMLKN,pl,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3958843205881732,NA-FG1-7 Sx5,https://www.newegg.com/p/2BJ-000W-00174?item=9SIAADYHWH5797,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8462442833252228,NA-FG1-8 Sx5,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):299668508643204,NA-FG1-8 Sx5,https://www.amazon.co.uk/dp/B0B211PWZK,co.uk,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4803268136013700,NA-FG1-8 Sx5,https://www.amazon.co.jp/dp/B0B211PWZK,jp,Blue,,HI,Ja,Box,"Material, Compatible Devices",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):2551468322328452,NA-FG1-8 Sx5,https://www.amazon.sg/dp/B0B211PWZK,sg,Blue,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):7055067949698948,NA-FG1-8 Sx5,https://www.amazon.com.mx/dp/B0B211PWZK,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1425568415485828,NA-FG1-8 Sx5,https://www.amazon.com.au/dp/B0B211PWZK,au,Blue,,SM,Ja,BP,,5,,,LK,,,EK,BP,,,,,,,,,
Amazon Cases (NA):5929168042856324,NA-FG1-8 Sx5,https://www.amazon.com.be/dp/B0B211PWZK,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3677368229171076,NA-FG1-8 Sx5,https://www.amazon.ca/dp/B0B211PWZK,ca,Blue,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8180967856541572,NA-FG1-8 Sx5,https://www.amazon.com/dp/B0B211PWZK,com,Blue,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):862618462064516,NA-FG1-8 Sx5,https://www.amazon.de/dp/B0B211PWZK,de,Blue,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):5366218089435012,NA-FG1-8 Sx5,https://www.amazon.es/dp/B0B211PWZK,es,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3114418275749764,NA-FG1-8 Sx5,https://www.amazon.fr/dp/B0B211PWZK,fr,Blue,,EK,Ja,"KI F, Box",Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):7618017903120260,NA-FG1-8 Sx5,https://www.amazon.it/dp/B0B211PWZK,it,Blue,,DM,Ja,F,,2,,,LK,,,LK,F,,,,,,,,,
Amazon Cases (NA):1988518368907140,NA-FG1-8 Sx5,https://www.amazon.nl/dp/B0B211PWZK,nl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6492117996277636,NA-FG1-8 Sx5,https://www.amazon.se/dp/B0B211PWZK,se,Blue,,JHU,Ja,"KI F, Box",Cooling Method,4,,,LK,,,LK,F,,,,,,,,,
Amazon Cases (NA):4240318182592388,NA-FG1-8 Sx5,https://www.amazon.com.tr/dp/B0B211PWZK,tr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8743917809962884,NA-FG1-8 Sx5,https://www.amazon.pl/dp/B0B211PWZK,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):158931020287876,NA-FG1-8 Sx5,https://www.newegg.com/p/2BJ-000W-00175?item=9SIAADYHWH5994,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4662530647658372,NA-FG1-9 Sx5,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2410730833973124,NA-FG1-9 Sx5,https://www.amazon.co.jp/dp/B0B212G5MN,jp,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6914330461343620,NA-FG1-9 Sx5,https://www.amazon.com.au/dp/B0B212G5MN,au,Blue,,LK,Ja,"BP, KI F, Box","Compatible Devices, Power connector type",5,,,SM,,,,,,,,,,,,,
Amazon Cases (NA):1284830927130500,NA-FG1-9 Sx5,https://www.amazon.com.be/dp/B0B212G5MN,be,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5788430554500996,NA-FG1-9 Sx5,https://www.amazon.ca/dp/B0B212G5MN,ca,Blue,,EK,Ja,"KI F, Box",Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3536630740815748,NA-FG1-9 Sx5,https://www.amazon.com/dp/B0B212G5MN,com,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8040230368186244,NA-FG1-9 Sx5,https://www.amazon.com.mx/dp/B0B212G5MN,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):721880973709188,NA-FG1-9 Sx5,https://www.amazon.co.uk/dp/B0B212G5MN,co.uk,Blue,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):5225480601079684,NA-FG1-9 Sx5,https://www.amazon.de/dp/B0B212G5MN,de,Blue,,EK,Ja,"KI F, Box",Hard drive interface,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):2973680787394436,NA-FG1-9 Sx5,https://www.amazon.es/dp/B0B212G5MN,es,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7477280414764932,NA-FG1-9 Sx5,https://www.amazon.fr/dp/B0B212G5MN,fr,Blue,,EK,Ja,"KI F, Box","Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1847780880551812,NA-FG1-9 Sx5,https://www.amazon.it/dp/B0B212G5MN,it,Blue,,EK,Ja,"KI F, Box",Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6351380507922308,NA-FG1-9 Sx5,https://www.amazon.nl/dp/B0B212G5MN,nl,Blue,,SM,Ja,Box,Power connector type,4,,,LK,,,LK,"F, Box",,,,,,,,,
Amazon Cases (NA):4099580694237060,NA-FG1-9 Sx5,https://www.amazon.sg/dp/B0B212G5MN,sg,Blue,,EK,Ja,Box,Cooling Method,2,,,,,,,,,,,,,,,,
Amazon Cases (NA):8603180321607556,NA-FG1-9 Sx5,https://www.amazon.se/dp/B0B212G5MN,se,Blue,,SM,Ja,Box,Power connector type,5,,,LK,,,LK,"F, Box",,,,,,,,,
Amazon Cases (NA):440405996998532,NA-FG1-9 Sx5,https://www.amazon.com.tr/dp/B0B212G5MN,tr,Blue,,DM,Ja,KI F,,2,,,LK,,,LK,KI F,,,,,,,,,
